	# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario1.png	255	255	255
2	textures\mario-hold-shell-big.png	0	255	255
10	textures\mario_01.png	255	255	255
20	textures\misc.png	166	185	255
50	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\special.png	255	255	255
60	textures\enemiesvip.png	255	255	255
61	textures\fireball_right.png	0	255	255
70	textures\effects.png	255	255	255
999	textures\special2.png	255	255	255
80	textures\special3.png	255	255	255
21	textures\misc-2.png	0	117	255
33	textures\effect.png	176	224	248
52	textures\enemies-5.png	0	255	255
54	textures\enemies-5_2.png	0	255	255
# IDLE HOLD KOOPAS LEFT
11055	56	521	84	551	0
# HOLD AND WALKING KOOPAS LEFT
11056	26	521	55	551	0
11057	90	1	120	30	90
# MARIO GET INTO HIDDEN MAP
11058	25	483	55	511	0
# =========-----End BIG MARIO HAVE TAIL-------========

# EFFECT OF MARIO HAVE TAIL =========================
#=============TAIL HIT EFFECT=============
# right pink
15005	72	67	88	83	33
# right white
15006	13	299	29	315	33
# left pink
15007	40	299	56	315	33
# left white
15008	68	299	84	315	33
# ===============END EFFECT MARIO HAVE TAIL==============


# BIG MARIO
# idle right
10001	205	240	230	270	0
# walk
10002	245	240	271	270	0
10003	285	241	311	271	0
# idle left
10011	167	240	190	270	0
#walk
10012	126	240	151	270	0
10013	86	241	111	271	0
# sitting left
10050	7	236	30	266	0
# sitting right
10051	365	236	390	266	0
# stop right
10060	165	281	191	311	0
# stop left
10061	205	281	231	311	0
# fly right
10070	325	240	351	270	0
# fly left
10071	46	240	71	270	0
# running right
100001	206	320	232	350	0
100002	246	320	272	350	0
100003	286	321	312	351	0
# running left
100012	164	320	193	350	0
100013	124	320	153	350	0
100014	84	321	113	351	0
# flying when running right
100701	326	361	352	390	0
# flying when running left
100711	44	361	73	390	0
# KICK KOOPAS RIGHT
10008	243	280	273	310	0
# KICK KOOPAS LEFT
10009	129	280	154	310	0
# IDLE HOLD KOOPAS RIGHT
10052	319	320	345	350	0
# HOLD AND WALKING KOOPAS RIGHT
10053	345	320	371	350	0
10054	50	1	76	30	90
# IDLE HOLD KOOPAS LEFT
10055	55	320	75	350	0
# HOLD AND WALKING KOOPAS LEFT
10056	29	320	50	350	0
10057	15	1	37	30	90
#10057	29	323	50	360	0
# MARIO GET INTO HIDDEN MAP
10058	5	283	41	310	0
# =========-----End BIG MARIO-------========


# die
10099	375	209	391	224	0
# SMALL MARIO
# idle small right
10021	205	74	229	104	0
# walk
10022	246	75	271	105	0
10023	245	155	271	185	0
# idle small left
10031	167	74	189	104	0
# walk
10032	126	75	150	105	0
10033	127	155	151	185	0
# stop right
10080	204	115	230	145	0
# stop left
10081	168	115	190	145	0
# fly right
10085	325	75	351	105	0
# fly left
10086	46	75	71	105	0
# running right
10040	205	155	231	185	0
10041	245	155	271	185	0
# running left
10042	167	155	191	185	0
10043	127	155	151	185	0
# flying when running right
100850	205	209	231	225	0
# flying when running left
100860	165	209	191	225	0
# HOLDING KOOPAS RIGHT
10044	325	155	350	185	0
10045	366	155	391	185	0
# HOLADING KOOPAS AND JUMPING RIGHT
10045	366	155	391	185	0
# HOLDING KOOPAS LEFT
10046	45	155	70	185	0
10047	4	155	30	185	0
# HOLDING KOOPAS AND JUMPING LEFT
10047	4	155	30	185	0
# MARIO GET INTO HIDDEN MAP
10048	372	118	395	145	0
# =================-------end small mario-------=================



# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
## BLACK BACKGROUND

# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#idle big have tail right
404	11001	100
#idle big have tail left
405	11005	100

#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#walk right big have tail
504	11001	100	11002	100	11003	100
#walk left big have tail
505	11005	100	11006	100	11007	100

#die
599	10099	100
#sitting big left	(BIG)
415	10050	100
#sitting big right	(BIG)
416	10051	100
#fly big right 	(BIG)
430	10070	100
#fly big left 	(BIG)
431	10071	100
# falling right	(BIG)
4300	10003	100
# falling left	(BIG)
4301	10013	100

#stop right 	(BIG)
450	10060	100
#stop left	(BIG)
451	10061	100
# running right		(BIG)
4321	100001	10	100002	10	100003	10
# running left		(BIG)
4322	100012	10	100013	10	100014	10
# flying when running right	(BIG)
4331	100701	100
# flying when running left	(BIG)
4332	100711	100
# KICK KOOPAS RIGHT		(BIG)
4325	10008	100
# KICK KOOPAS LEFT		(BIG)
4326	10009	100
# IDLE HOLD KOOPAS RIGHT	(BIG)
129	10052	100
# HOLD KOOPAS AND WALKING RIGHT	(BIG)
130	10052	100	10053	100	10054	100
# IDLE HOLD KOOPAS LEFT		(BIG)
131	10055	100
# HOLD KOOPAS AND WALKING LEFT	(BIG)
132	10055	100	10056	100	10057	100
# HOLDING KOOPAS AND JUMPING RIGHT	(BIG)
133	10054	100
# HODING KOOPAS AND JUMPING LEFT	(BIG)
134	10057	100
# MARIO GET INTO HIDDEN MAP (BIG)
4327	10058	100
#==============END MARIO BIG=================

#sitting big left	(BIG_TAIL)
417	11012	100
#sitting big right	(BIG_TAIL)
418	11011	100
#fly big right 		(BIG_TAIL)
432	11016	100
#fly big left 		(BIG_TAIL)
433	11017	100
#stop right 		(BIG_TAIL)
452	11021	100
#stop left		(BIG_TAIL)
453	11022	100
# falling right		(BIG_TAIL)
4302	11031	100
# falling left		(BIG_TAIL)
4303	11032	100
# attacking right	(BIG_TAIL)
4311	11045	75	11046	75	11047	75	11048	75	11045	75
# attacking left	(BIG_TAIL)
4312	11041	75	11042	75	11043	75	11044	75	11041	75
# running right		(BIG_TAIL)
4323	110002	10	110003	10	110004	10
# running left		(BIG_TAIL)
4324	110006	10	110007	10	110008	10
# flying when running right	(BIG_TAIL)
4333	110211	100
# flying when running left	(BIG_TAIL)
4334	110221	100
# falling down slownly right
43020	110310	50	11003	50	11031	50
# falling down slownly left
43021	110320	50	11032	50	11007	50
# falling down slownly right  (mario tail up)
43022	110311	100
# falling down slownly left   (mario tail up)
43023	110321	100
# Keep jumping Higher when max running RIGHT
43024	110312	100	110311	100
# Keep jumping Higher when max running LEFT
43025	110322	100	110321	100
# KICK KOOPAS RIGHT		(BIG_TAIL)
43026	11008	100
# KICK KOOPAS LEFT		(BIG_TAIL)
43027	11009	100
# IDLE HOLD KOOPAS RIGHT	(BIG_TAIL)
125	11052	100
# HOLD KOOPAS AND WALKING RIGHT	(BIG_TAIL)
126	11052	100	11053	100	11054	100
# IDLE HOLD KOOPAS LEFT		(BIG_TAIL)
127	11055	100
# HOLD KOOPAS AND WALKING LEFT	(BIG_TAIL)
128	11055	100	11056	100	11057	100
# HOLDING KOOPAS AND JUMPING RIGHT	(BIG_TAIL)
135	11054	100
# HODING KOOPAS AND JUMPING LEFT	(BIG_TAIL)
136	11057	100
# MARIO GET INTO HIDDEN MAP
43028	11058	100
################### BIG FIRE  ########################

#idle big FIRE right
406	12001	100
#idle big FIRE 	left
407	12005	100

#walk right big have tail	(BIG_FIRE)
506	12001	100	12002	100	12003	100
#walk left big have tail	(BIG_FIRE)
507	12005	100	12006	100	12007	100

#sitting big left	(BIG_FIRE)
100	12012	100
#sitting big right	(BIG_FIRE)
101	12011	100
#fly big right 		(BIG_FIRE)
102	12016	100
#fly big left 		(BIG_FIRE)
103	12017	100
#stop right 		(BIG_FIRE)
104	12021	100
#stop left		(BIG_FIRE)
105	12022	100
# falling right		(BIG_FIRE)
106	12003	100
# falling left		(BIG_FIRE)
107	12007	100
# attacking right	(BIG_FIRE)
108	12041	75
# attacking left	(BIG_FIRE)
109	12043	75
# running right		(BIG_FIRE)
110	120002	10	120003	10	120004	10
# running left		(BIG_FIRE)
111	120006	10	120007	10	120008	10
# flying when running right	(BIG_FIRE)
112	120211	100
# flying when running left	(BIG_FIRE)
113	120221	100
# flying attack right		(BIG_FIRE)
114	120211	100	120310	100
# flying attack left		(BIG_FIRE)
115	120221	100	120320	100
# KICK KOOPAS RIGHT		(BIG_FIRE)
116	12008	100
# KICK KOOPAS LEFT		(BIG_FIRE)
117	12009	100
# IDLE HOLD KOOPAS RIGHT	(BIG_FIRE)
121	12052	100
# HOLD KOOPAS AND WALKING RIGHT	(BIG_FIRE)
122	12052	100	12053	100	12054	100
# IDLE HOLD KOOPAS LEFT		(BIG_FIRE)
123	12055	100
# HOLD KOOPAS AND WALKING LEFT	(BIG_FIRE)
124	12055	100	12056	100	12057	100
# HOLDING KOOPAS AND JUMPING RIGHT	(BIG_FIRE)
137	12054	100
# HODING KOOPAS AND JUMPING LEFT	(BIG_FIRE)
138	12057	100
# MARIO GET INTO HIDDEN MAP
139	12058	100


#stop right 	(SMALL)
460	10080	100
#stop left	(SMALL)
461	10081	100
#fly big right 	(SMALL)
440	10085	100
#fly big left 	(SMALL)
441	10086	100
# running right	(SMALL)
510	10040	10	10041	10
# running left	(SMALL)
511	10042	10	10043	10
# flying when running right		(SMALL)
4400	100850	100
# flying when running left		(SMALL)
4410	100860	100
# GET INTO HIDDEN MAP
4411	10048	100
# SMALL IDLE HOLD KOOPAS RIGHT
4412	10044	100
# SMALL WALKING AND HOLD KOOPAS RIGHT
4413	10044	100	10045	100
# SMALL JUMP HOLD KOOPAS RIGHT
4414	10045	100
# SMALL IDLE HOLD KOOPAS LEFT
4415	10046	100
# SMALL WALKING AND HOLD KOOPAS LEFT
4416	10046	100	10047	100
# SMALL HOLD KOOPAS AND JUMP LEFT
4417	10047	100
# BOARD GAME SPRITES===================================
# FRAME BOARDGAME
1000	700	100
# NUMBER
1000	700	100
1001	701	100
1002	702	100
1044	745	100
1003	703	100
1004	704	100
1005	705	100
1006	706	100
1007	707	100
1008	708	100
1009	709	100
1010	710	100
1011	711	100
1012	712	100
1013	713	100
1014	714	100
1015	715	100
1016	716	100
1017	717	100
1018	718	100
1019	719	100
1020	720	100
1021	721	100
1022	722	100
1023	723	100
1024	724	100
1025	725	100
1026	726	100
1027	727	100
1028	728	100
1029	729	100
1030	730	100
1031	731	100
1032	732	100
1033	733	100
1034	734	100
1035	735	100

1040	740	100
1041	741	40	742	40
1042	743	100
1043	744	100

# WORLD SELECTION ELEMENT
#========== SHAKE TREE
2000	2067	200	2068	200	2069	200	2070	200

# MARIO IN WORLD MAP
22995	1	100	2	100
22996	3	100	4	100
22997	5	100	6	100
22998	7	100	8	100
22999	9	100	10	100

5000	8001	100
5001	8002	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599 	415	416	430	431	450	451	460	461	440	441	404	405	504	505	417	418	432	433	452	453	4300	4301	4302	4303	4311	4312	510	511	4321	4322	4323	4324	4331	4332	4333	4334	4400	4410	43020	43021	43022	43023	506	507	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	406	407	43024	43025	116	117	43026	43027	4325	4326	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	4411	139	43028	4327	22995	22996	22997	22998	22999	4412	4413	4414	4415	4416	4417
2	2000
12	1000	1001	1002	1044	1003	1004	1005	1006	1007	1008	1009	1010	1011	1012	1013	1014	1015	1016	1017	1018	1019	1020	1021	1022	1023	1024	1025	1026	1027	1028	1029	1030	1031	1032	1033	1034	1035	1040	1041	1042	1043
15	5000	5001
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas,4 = Flower, 5 = Ground, 6 = ColorBox, 7 = Pipe, 8 = QuestionBrick, 9 = WeakBreak, 10 = CloundBrick, 11 = Item, 12 = Bullet, 13 = Effects
# type 20: shake tree
# MARIO
0	49	56	1
#0	0	384	1

#Ground
#5	0	0	1	1	17
#5	0	0	1	24	1
#5	368	0	1	1	17
#5	0	222	1	24	1
# =========== WORLD SELECTION

# SHAKE TREE
20	32	24	2
20	48	24	2
20	64	24	2
20	32	40	2
20	48	40	2
20	64	40	2
20	32	72	2
20	48	72	2
20	64	72	2
20	32	88	2
20	48	88	2
20	64	88	2
20	32	104	2
20	96	40	2
20	112	40	2
20	128	40	2
20	96	56	2
20	112	56	2
20	128	56	2
20	96	72	2
20	112	72	2
20	128	72	2
20	112	104	2
20	128	104	2
20	144	104	2
20	160	40	2
20	176	40	2
20	192	40	2
20	160	72	2
20	176	72	2
20	192	72	2
20	208	72	2
20	160	88	2
20	176	88	2
20	224	24	2
20	224	40	2
20	224	56	2
20	224	72	2
20	240	24	2
20	240	40	2
20	240	56	2
20	240	72	2
20	240	88	2
20	240	104	2
20	240	120	2
20	240	136	2
20	240	152	2

# 1 ALLOWED MOVE, -1 !ALLOWED MOVE
#PORTAL Stop			L	T	R	B
21	48	56	1	1	1	-1	-1	1	-1
21	80	56	1	1	1	1	1	-1	1

21	80	24	1	1	1	-1	-1	1	1
21	118	24	1	1	1	1	-1	1	-1
21	144	24	1	1	1	1	-1	1	1
21	176	24	1	1	1	1	-1	1	-1
21	212	24	1	1	1	1	-1	-1	1

21	176	56	1	1	1	1	-1	1	-1
21	208	56	1	1	1	-1	1	1	1
21	144	56	1	1	1	-1	1	1	1

21	144	88	1	1	1	1	1	-1	-1
21	80	88	1	1	1	-1	1	1	1

21	112	120	1	1	1	-1	-1	1	-1
21	144	120	1	1	1	1	-1	1	1
21	208	120	1	1	1	1	-1	-1	-1

21	80	152	1	1	1	-1	1	1	1
21	144	152	1	1	1	1	1	-1	-1



#PORTAL
50	80	24	1	1	3
50	176	56	1	1	5

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	380	150	1

[TILEMAP]
99999	textures\world_selection.png	textures\worldmap.txt	11	5	14	53	16	16	752	784
